	GSM461182_untreat_single.counts	GSM461177_untreat_paired.counts	GSM461176_untreat_single.counts	GSM461178_untreat_paired.counts	GSM461181_treat_paired.counts	GSM461180_treat_paired.counts	GSM461179_treat_single.counts
FBgn0036560	13.5061969722648	9.35166437881796	14.6659137916818	9.09728911319457	57.0480931723028	29.1587972864217	61.1717327533398
FBgn0010223	126.467117103934	98.1924759775886	123.193675850127	94.3843745493936	40.4857435416342	45.9811803362803	43.3622409390763
FBgn0000567	446.932336173125	611.365058765224	500.840955985934	459.413100216326	187.706629147577	210.840534224895	234.620696509645
FBgn0267635	206.276462849134	146.119755919031	167.924712914757	156.928237202606	294.441771211885	333.083184387201	518.023914075751
FBgn0036985	2880.50346335756	3849.37884993094	4895.4820236634	3592.2920385727	1490.61146676017	1584.66848329668	1454.18372292117
FBgn0037153	85.9485261871393	108.713098403759	112.92753619595	87.5614077144977	284.320335326477	314.017816930695	368.579047982149
FBgn0033065	3.68350826516311	11.6895804735225	13.1993224125136	15.9202559480905	82.8117481533427	103.1772827058	82.078527491823
FBgn0033367	7915.85926183553	14704.3232776439	14074.1441701875	14203.142627975	36301.9099988203	43676.5138584497	26175.307012581
FBgn0033368	38.0629187400189	56.1099862729078	74.0628646479932	60.269540374914	149.061146676017	153.644431855376	143.250260245163
FBgn0265512	57.7082961542221	180.019539292246	190.656879291864	163.751204037502	34.0448297963742	33.6447660997173	44.9108924011862
FBgn0033635	1614.60445622983	3158.52464394577	1991.63109291039	3047.59185292018	5636.71965763753	5730.82515898518	5386.20978521812
FBgn0033724	146.112494518137	109.882056451111	89.4620741292592	173.985654289846	410.378218626565	337.569153200497	310.504618153029
FBgn0261673	18.4175413258156	29.2239511838061	18.3323922396023	14.7830948089412	186.78649861254	198.504119988332	201.324690074283
FBgn0033775	34.3794104748557	23.3791609470449	27.1319405146114	35.2519953136289	114.096186344606	113.270712535715	130.086722817229
FBgn0033782	217.326987644624	353.025330300378	338.78260858785	345.696986301394	153.661799351203	112.149220332391	107.631276616636
FBgn0033913	10739.8822651273	10227.2139562848	9527.7108947661	9319.03553532869	4683.46442333905	4701.29531633383	3918.86252486902
FBgn0034010	963.851329384348	1071.93452942201	1070.61170679277	1191.74487382849	391.055477390785	375.69988811351	408.06966026595
FBgn0011260	111.733084043281	114.55788864052	122.460380160543	113.716113914932	464.665920193756	504.671491495759	605.522721684959
FBgn0024315	208.73213502591	212.750364618109	195.056653429368	208.100488464326	46.0065267518571	40.3737193196608	35.618983628527
FBgn0050463	19.6453774142033	21.0412448523404	24.198757756275	26.1547062004344	85.5721397584542	124.485634568954	153.316494748877
FBgn0000079	219.782659821399	430.176561425626	162.058347398084	388.909109589068	209.789761988468	192.896658971712	51.8798239806806
FBgn0261362	3129.75418930026	5315.25224131066	5074.40617192191	5436.7674062729	12770.4916957805	15566.3117821359	12723.7204126947
FBgn0063498	764.94188306554	660.461296754019	599.102578390203	631.124432227873	261.317071950548	197.382627785008	289.597823414545
FBgn0034389	195.225938053645	298.084302074823	294.051571523221	222.883583273267	67.1695290577113	48.2241647429281	71.237967257054
FBgn0034391	38.0629187400189	67.7995667464302	60.1302465458955	45.4864455659728	160.102713096463	158.130400668671	150.993517555712
FBgn0264753	241.883709412378	306.267008406288	251.520421527343	303.622024152869	32.2045687262999	22.4298440664782	32.5216807043072
FBgn0034438	47.8856074471205	49.0962379887943	54.2638810292228	57.9952180966154	156.422190956314	188.410690158417	207.519295922722
FBgn0003748	1179.95048094058	1034.52787190674	1116.80933523657	1017.75921953864	2241.43798335048	2315.88139986387	2298.19876977104
FBgn0034636	18.4175413258156	51.4341540834988	42.5311499958773	40.9378010093756	5.52078321022285	4.48596881329564	10.0662345037141
FBgn0034718	224.69400417495	462.907386751489	467.84264995465	527.642768565285	1176.8469543125	1133.82861756047	1013.59238195091
FBgn0034736	465.34987749894	634.744219712269	538.239036154723	526.505607426136	49.6870488920056	59.4390867761672	38.7162865527467
FBgn0261596	27826.4492711306	29828.3024942872	33337.8219355616	35819.4387220645	16216.3805494946	15682.9469712816	13378.7999811672
FBgn0040091	2440.93814371476	2071.39365990818	1972.56540498121	2546.10379055533	750.826516590307	804.109909783243	741.029724619572
FBgn0261584	574.627289365446	330.815127400685	346.115565483691	332.051052631602	70.8500511978599	97.5698216891801	92.9190877265921
FBgn0034885	128.922789280709	167.161000771371	95.3284396459319	117.12759733238	438.902265212716	405.980177603255	322.893829849908
FBgn0034897	1494.27651956784	2214.00654168515	2091.35930669383	2050.30153388623	471.106833939016	529.344319968885	535.833405890014
FBgn0035085	1489.36517521429	1498.60421670558	1245.86937660337	1527.20740987754	265.917724625734	257.943206764499	212.939576040107
FBgn0025836	241.883709412378	137.937049587565	163.524938777252	154.653914924308	60.7286153124513	76.2614698260259	64.2690356775595
FBgn0024984	100.682559247792	100.530392072293	90.9286655084273	105.755985940887	304.563207097294	309.531848117399	214.488227502217
FBgn0023549	235.744528970439	425.500729236217	389.380011169153	418.47529920695	141.70010239572	140.186525415489	113.05155673402
FBgn0250904	17.1897052374279	21.0412448523404	19.0656879291864	26.1547062004344	68.0896595927485	77.3829620293498	61.1717327533398
FBgn0029896	947.889460235308	1198.18199853605	1187.20572143664	1014.34773612119	200.588456638097	192.896658971712	221.457159081711
FBgn0261284	31.9237382980803	25.7170770417494	23.4654620666909	31.840511896181	169.304018446834	127.850111178926	123.892116968789
FBgn0003447	18.4175413258156	16.3654126629314	28.5985318937796	34.1148341744796	96.6137061788998	93.0838528758845	97.5650421129217
FBgn0030041	106.82173968973	219.764112902222	208.989271531466	244.489644917104	29.4441771211885	21.3083518631543	33.2960064353622
FBgn0025111	572.17161718867	656.954422611962	528.70619219013	597.009598053393	4768.11643256247	4614.94041667789	3608.35790671599
FBgn0003360	12381.4991153016	8794.07139023094	10604.1889670755	9714.76761175265	1122.55925274531	1157.37995383027	1092.57360651851
FBgn0030326	293.452825124661	241.974315801915	208.255975841882	357.068597692887	103.05461992416	145.793986432108	111.502905271911
FBgn0052625	105.593903601343	95.8545598828841	128.326745677216	156.928237202606	325.726209403148	312.896324727371	436.719712314983
FBgn0030598	27.0123939445295	14.0274965682269	25.6653491354432	20.4689005046878	86.4922702934913	116.635189145687	101.436670768196
FBgn0085359	214.871315467848	109.882056451111	186.990400843943	179.671459985593	1.84026107007428	4.48596881329564	9.29190877265921
FBgn0031150	825.105851396538	713.06440888487	859.422548192555	662.964944124054	1639.67261343619	1520.74342770722	2103.84301127626
FBgn0027279	5559.64180821953	5976.88249611203	5885.43120460192	5525.46597512655	2447.5472231988	2504.29209002229	2497.97480838322
FBgn0031258	268.896103356907	308.604924500993	338.049312898266	244.489644917104	94.7734451088256	98.6913138925041	147.121888900438
FBgn0043364	1841.75413258156	1908.90849132622	3225.03444279083	1944.54554794534	893.446749521064	792.894987750004	1236.59819249473
FBgn0031322	702.322242557767	797.229388294231	734.76228096326	927.923489545846	391.055477390785	282.616035237625	226.103113468041
FBgn0031327	502.184960150571	801.90522048364	690.764539588214	859.693821196887	1640.59274397122	1704.66814905234	1646.99082995385
FBgn0031547	756.347030446826	402.121568289172	402.579333581666	578.815019827004	176.665062727131	178.317260328502	226.877439199096
FBgn0031548	159.618691490402	105.206224261702	92.3952568875955	110.304630497484	34.9649603314114	19.0653674565065	37.9419608216918
FBgn0020376	111.733084043281	79.4891472199527	68.1964991313205	86.4242465753484	36.8052214014857	17.9438752531826	30.1987035111424
FBgn0031703	124.011444927158	211.581406570756	202.389610325209	228.569388969014	51.5273099620799	47.1026725396042	54.9771269049003
FBgn0051642	63.8474765961607	97.0235179302364	59.3969508563114	56.858056957466	258.556680345437	300.559910490808	257.076142710238
FBgn0259715	788.270768744906	2026.97325410879	1642.58234466837	2222.01286589777	520.793882831022	621.306680641446	359.287139209489
FBgn0264343	47.8856074471205	21.0412448523404	41.0645586167091	21.6060616438371	53.3675710321542	47.1026725396042	168.028683638921
FBgn0031912	2567.40526081869	2819.52681021362	2202.82025151061	2660.95706560941	1290.02301012207	1262.80022094272	1022.10996499251
FBgn0040099	1734.93239289183	1677.45479795047	2180.82138082309	1737.58222062016	432.461351467456	426.167037263086	696.118832218386
FBgn0032004	2375.86283103021	1744.08540664955	1609.58403863708	1869.49291276148	856.641528119579	772.708128090174	854.855607084647
FBgn0001137	1078.0400856044	839.311877998912	808.091849921669	914.277555876054	367.132083479819	319.625277947314	346.897927512611
FBgn0264437	98.2268870710164	37.4066575152719	68.9297948209046	43.2121232876742	176.665062727131	220.93396405481	739.481073157462
FBgn0267252	229.605348528501	198.722868049882	250.053830148175	189.905910237937	84.652009223417	63.9250555894629	94.467739188702
FBgn0032405	35.6072465632434	44.4204057993853	37.3980801687887	43.2121232876742	230.032633759285	202.990088801628	218.359856157491
FBgn0053307	1809.83039428348	1694.98916866076	2620.06549888396	2110.57107426114	683.656987532596	619.063696234798	935.385483114361
FBgn0028939	30.6959022096926	46.7583218940898	38.1313758583728	72.7783129055565	11.0415664204457	10.0934298299152	11.614885965824
FBgn0260011	40.5185909167943	44.4204057993853	35.9314887896205	65.9553460706606	264.997594090697	277.008574221006	193.581432763734
FBgn0032598	316.781710804028	312.11179864305	293.318275833637	328.639569214154	691.93816234793	763.736190463582	603.974070222849
FBgn0000406	295.908497301437	614.871932907281	581.503481840185	821.03034246581	172.984540586983	125.607126772278	123.117791237735
FBgn0032638	354.844629544047	231.453693375745	225.8550723919	227.432227829864	75.4507038730456	91.9623606725606	106.856950885581
