	GSM461176_untreat_single.counts	GSM461177_untreat_paired.counts	GSM461178_untreat_paired.counts	GSM461182_untreat_single.counts	GSM461179_treat_single.counts	GSM461180_treat_paired.counts	GSM461181_treat_paired.counts
FBgn0085804	0	0	0	0	0	0	0
FBgn0267431	2.19988706875227	0	0	0	8.51758304160428	2.24298440664782	0
FBgn0039987	0	0	0	0	0	0	0
FBgn0058182	0	0	0	0	0	0	0
FBgn0267430	0	0	0	0	1.54865146210987	1.12149220332391	0
FBgn0266747	0	0	0	0	0	0	0
FBgn0086917	1.46659137916818	0	0	0	1.54865146210987	0	0
FBgn0010247	505.240730123439	400.95261024182	324.090924657556	826.333687484925	981.070701246602	439.624943702973	293.521640676848
FBgn0086378	521.373235294289	493.300295982648	590.186631218498	1036.29365859922	1061.60057727631	586.540422338405	456.384745378422
FBgn0263977	1392.52851452019	904.773528650638	956.352518024579	1296.59490933742	1897.09804108459	1065.41759315771	828.117481533427
FBgn0069923	20.5322793083546	5.84479023676123	12.5087725306425	28.2402300329172	41.8135894769664	20.1868596598304	13.8019580255571
FBgn0039955	896.08733267176	666.30608699078	546.974507930823	1069.44523298569	1067.0208573937	519.25089013897	428.780829327308
FBgn0259821	189.92358360228	176.512665150189	142.145142393665	201.365118495584	432.848083659708	348.784075233736	304.563207097294
FBgn0027341	17.5990965500182	15.1964546155792	14.7830948089412	11.0505247954893	32.5216807043072	13.4579064398869	15.6422190956314
FBgn0085812	2.93318275833637	4.67583218940898	0	0	1.54865146210987	1.12149220332391	1.84026107007428
FBgn0058198	57.9303594771432	56.1099862729078	48.8979289834208	63.8474765961607	54.9771269049003	40.3737193196608	30.3643076562257
FBgn0037213	600.569169769371	725.922947405744	586.77514780105	755.119194358439	847.112349774098	893.829286049156	1037.9072435219
FBgn0053294	118.060606023039	74.8133150305437	70.5039906272579	90.8598705406902	145.573237438328	34.7662583030412	71.770181732897
FBgn0000500	3.66647844792046	2.33791609470449	6.82296683489593	1.2278360883877	5.42028011738454	8.97193762659128	9.20130535037141
FBgn0037215	7071.90363034898	7460.29025820203	8043.14073720315	8006.71913237622	6492.72125489562	6726.71023553681	6565.13136749
FBgn0037217	61.5968379250637	107.544140356407	83.0127631579004	62.6196405077729	53.4284754427905	71.7755010127302	87.4124008285284
FBgn0037218	3137.03896004074	3253.2102457813	3008.9283741891	3394.966784392	2995.86625345154	3164.85099778007	3179.97112908836
FBgn0051516	24.9320534458591	21.0412448523404	25.0175450612851	28.2402300329172	18.5838175453184	26.9158128797738	22.0831328408914
FBgn0261436	977.483154215594	1179.47866977842	1230.40835255957	1062.07821645536	956.292277852844	1037.38028807462	1202.61060929354
FBgn0037220	2072.29361876464	2302.84735328392	2394.86135904847	2254.30705827983	1880.83720073244	2268.77872732427	2350.9335170199
FBgn0015331	1229.00357574294	1256.62990090366	1249.7400919251	1242.57012144836	1118.12635564333	1260.55723653607	1360.87306131993
FBgn0010225	21654.2217134182	22104.996675431	23903.1271449187	20154.9293908842	15409.0820479932	15854.5352783901	15345.9370633494
FBgn0037222	599.102578390203	566.944652965839	567.443408435511	457.982860968614	392.583145644852	282.616035237625	357.010647594411
FBgn0085334	145.19254653765	77.1512311252482	131.910692141321	44.2020991819574	52.6541497117355	38.1307349130129	35.8850908664485
FBgn0037223	65.2633163729841	52.603112130851	46.6236067051222	55.2526239774467	9.29190877265921	13.4579064398869	16.5623496306685
FBgn0037224	5.13306982708864	4.67583218940898	7.96012797404525	8.59485261871393	1.54865146210987	3.36447660997173	0
FBgn0037225	126.860154298048	92.3476857408274	118.264758471529	90.8598705406902	139.378631589888	114.392204739039	110.415664204457
